I'm a long time Registered Republican who no longer supports Republicans Here's why.,neg
MittRomney in Tucson to support Republican congressional nominees.,pos
Dear Black Community Blue folks Obama and the Democrats plan to give amnesty to illegals who take your jobs.,pos 
Vote Republican.,pos
Republican Grandfather is Shot but Shoots Home Invaders Who Tried to Rape His Granddaug.,pos
Scumbag Republican Congressional Candidate Jokes About His Dog Killing.,neg
voted Today A great day to be an American Vote Republican!,pos
A Republican Monitor Watched in Amazement as This Apparently Happened.,pos
Great crowd in Kimberling City tonight for the Stone County Republican Central Committee and Club.,pos
Thanks for being the crazed loon bigot Rep Louie Gohmert to show how unhinged the Republican Party truly is!,neg
The most Republican state Alabama The most GOP county in that AL Gotta be Shelby County GOP!,pos
Robert Smalls freed slave elected to Congress from South Carolina Republican.,pos
An illustrated guide to Republican scandals.,neg
Republican takes on incumbent in heavily Democratic House district.,pos
Why the House Will Stay Republican.,pos
Study Non-citizens are voting in federal elections  and probably tipped at least one Senate race.,neg
Abortion Barbie Getting Crushed by Republican Greg Abbott TX in Texas Gov’s Race.,pos
One does not simply vote Republican if they want income to rise democrats vote blue.,neg
Where is the Republican jobs plan Their dog ate it,neg
If a Republican Justice Department Did This It Would Be Attacked as Borderline Racist.,pos
AMERICA Is THIS the Hope and Change Barack Obama gave you Then vote Republican in November.,pos
Impact of Obamacare ACA on SENIORS Remember In November Vote Republican GOP teaparty conservative.,pos
No fear against the socialist communist inepts The beginning of the end for the The Democrats I'm Republican!,pos
The Republican Party’s electoral philosophy Cheating wins.,neg
Republican Which Biblical Villain Are You?,neg
An Arkansas Republican working for NRA is guilty for introducing legislation in Congress killing gun research.,neg 
You're vote counts and is more important than you think Don't sit this one out Vote Republican!,pos
Republican Carl DeMaio openly gay fiscal conservative is challenging San Diego’s Democrat Scott Peters.,pos
David Brooks Pronounces Democratic Voters Issues Stale Alrighty Then ASSHOLE.,neg
Showing our support like all good republican women.,pos
She’s a candidate who loves dogs the Bill of Rights hates ebola blasts clays w her shotgun Republican?,pos
Because spending billions on absurd wars is so much better Republican slams ISS other NASA programs as wasteful.,pos
Idaho Republican Do Away With All Marriage Licenses Since Gay Ones Are Illegal.,neg
6 of the most unbelievable Republican statements about Voter Suppression.,neg
Republican Oops Filthy Jew Anthony Weiner Did It AGAIN Conservative.,pos 
Please Sign and RT Oppose the Republican handout to Payday Lenders.,neg
You're vote counts and is more important than you think Don't sit this one out Vote Republican!,pos
Top Israeli Minister Crisis in US Relationship due to Democrats.,pos
Full house at GOP Headquarters getting the word out for Lillian Burry Gary Rich and the entire Republican party.,pos
82 YO Black Grandmother tells why she will never Vote Democrat again Feguson Republican.,pos
Republican Heads Explode As President Obama Uses Science To Beat Down Ebola Hysteria.,neg
On this late October Saturday please don't forget to return your Absentee Ballot Victory 2014 Republican.,pos
Large crowd at Field Park for Republican Get Out And Vote.,pos
I never said anything like that But please make some more stuff up because republican.,neg
Republican Officials Knew Voter ID Law Would Disenfranchise 500000 Before Bill's Passage.,neg
Just got this in the mail and just bless whoever sent it to me Don't let Obama democrats win Republican.,pos
Excitement mounts among Colorado GOP Republican ballots are pouring in.,pos
Palin is the ultimate avatar of base Republican culture since she views herself as an eternal victim.,neg
This Republican Bush lost 8 Million jobs ur telling me you want to put his party back in charge.,neg
To Pillage and Plunder Republican Leadership to Make Homeless in Detroit.,neg
Every Republican lie about Obamacare has been thoroughly REFUTED by the FACTS!,neg
Intelligent Single Unmarried Women DO NOT vote Republican Cause GOP has voted against WOMEN.,neg
Pink Floyd Another Brick in The Wall Republican Motto we don't need no education no birth control.,neg
This is one of many reason why I left The Republican Party and will be voting all Democrat this year.,neg
Millennials Fall Out of Love with Their Bae Plan to Vote Republican.,pos
A democrat is a man who don't give a darn as long as it happens to a Republican.,pos
Sporting my new Proud To Be A Republican lapel pin tomorrow.,pos
Next time a Republican or Libertarian tells you social programs are unconstitutional.,neg
VOTE REPUBLICAN Not perfect just better.,pos
ObamaCare Fines are 695 in 2016 You can change this Vote Republican.,pos
A TeaParty Loss in Court  Conservative Byte via conservative Republican appointees even screw over their own.,neg
Hey Conservative Teapublicans You Are Being LIED To republican teaparty patriots.,neg
Did the republican you plan on voting for block unemployment insurance extension Are you sure?,neg
Friends don't let friend vote republican!,neg
Republican Party  Beginning of the End.,neg
Closed Minded Commie Ben Affleck on Republican Actors I Probably Wouldn't Like This Person If I Met Him.,pos
TX gop rnc republican judicial candidate Let’s convince Black voters to spend food stamp money on election day.,neg
Republican GOP Christian Conservative Republican Pinback Buttons.,pos
What to do when your only choice is a Republican?,neg
Republican Pope Francis declares evolution and Big Bang theory are right and God isn't a magic.,neg
O’Reilly The White Republican Power Structure Is Afraid of Black Americans.,pos
I am more intellectually integrated into why the Republican party obstructs voters.,neg
Republican s outraged as Democrats demand amnesty for millions of illegal aliens.,pos
Patriotic Black American Leaders Like Elbert Guillory will work to Fire All Democrats Why I Am a Republican.,pos
Republican politicians aren't climate scientists or responsible leaders.,neg 
Like the direction of the US If yes vote Republican.,neg
nytimes editorial board not so keen on Republican takeover for the Senate as this oped pretty much lays it out.,neg
How a Black liberal man went from voting Democrat to Republican.,pos
A coworker at our Halloween party says he's a voodoo doll I thought he was the Republican Party.,neg
NYTimes The Ominous Prospect of a Republican Senate.,neg
Is 2014 The Year Of The Republican Woman?,pos
If you are waiting for a logical argument from a republican you will be waiting and waiting and waiting.,neg
If u think that's ok congratulations u are a republican If u see that something's not right your not Congrats!,neg
This is unexpected-Social Conservatives LGBT Community Join Forces to Defeat Gay Republican.,neg
Error 404 Healthcare not found obamacare ObamacareScares republican.,pos
Is this House Republican about to lose to a climate hawk?,neg
Republican GOP Republicans Help Themselves.,neg
The US Takes Heavy Casualties in the Republican War on Democracy.,neg
Every single Senate Republican voted AGAINST Equal Pay for women in 2013.,neg
Even Democrats admit 2014 Midterm going Republican.,pos
Remember when Hilary was just a sweet young thing No that's because she wasn't tcot ccot tea party Republican.,pos
VIDEO Colorado Mark Udall Advocates Condone support Voter Fraud.,pos
Democratic pro-women voters are bottom 51 pecent in terms of IQ.,pos
Republican Tea Party Poised To Make Texas Even More Red.,pos
Cartoon GOP Hates Black People?,neg
NOM supports Democrat over gay Republican Democrat tells them to stuff their support.,neg
masturbates with a shotgun USA USA USA NRA tcot republican USA 2nd amendment.,pos
Democrats don't waste your votes on Republican clowns Vote Blue 2014 vote Out Hate vote out republicans.,neg
If we all vote republican GOP on Tues must Full Repeal Obamacare.,pos
Paul Republican focus on voter ID dumb.,neg
Vote Republican this Tuesday because they can't Justice for Benghazi Vote GOP.,pos
18 Teens When you vote on Tuesday remember Yes We RepubliCAN!,pos
The polls mean nothing The one thing that can keep the GOP from winning the senate is if Republican voters believe it's in the bag Vote.,neg
Republican Jeannette Rankin led women's suffrage efforts in Montana 100 years ago.,pos
Huffington Post Polling Forecast The Senate Is Leaning Republican.,pos
Why I am a black American who has chosen the Republican Party.,pos
There's still time 2nite 2 save the USA Democrats are Voting Republican You should too.,pos
This is US citizens favorite president because he healed a divided country AND FREED BLACK SLAVES And Republican.,pos
Heard from several Democrats today who said I was the first Republican they have ever voted for!,pos
We chalked campus last night for Election Day VOTE REPUBLICAN CMU Election Day Republican.,pos
White women are less Republican than white men Women are becoming more Democrat.,neg
I make voting look good Democrat Vote.,neg
WOW Latino only 5 positions in Democrat.,pos
3 proves 2 wrong He knows EXACTLY what he's doing RT 1Dittlinger With the help of my democrat minions.,pos
Democrat Billionaire Tom Steyer May Have Blown 74 Million on Elections.,pos
I voted for Democrat NY governor Andrew Cuomo only because of Aunt Sandy.,neg
DNC are corporatists people are starting to realize it occupy tea party tcot Democrat.,pos
This guy I work with moved from NJ to PA because the taxes are lower He voted democRat in PA today Cant Fix Stupid.,pos
Democrat Michelle Obama gives Blacks permission to eat FRIED CHICKEN RACISM Whites like fried chicken too!,pos
Don't forget to vote democrat minority vote in Utah here.,neg
Explosive Election Day scandal in toss-up state Democrat Jeanne Shaheen and IRS Discrimination.,pos
We're still out here passing out the Democrat ticket.,neg
Took lil man to vote with me Don't worry he wasn't voting Democrat so they wouldn't let him vote!,pos
I can't wait until I can vote democrat.,neg
Mom took me to my 1st election today she voted Democrat to preserve her rights as a woman.,neg
Democrat exploits death of popular Boston mayor to boost gov campaign.,pos
Video footage out of Virginia’s 2nd District shows a voter being forced to choose Democrat Voter Fraud.,pos
Michelle Tells Blacks to Vote Democrat and Then Eat Fried Chicken Racist.,pos
VOTER FRAUD VA Vote Machine Caught On Tape Turning Republican Vote To Democrat.,pos
Video Touch Screen Forces Voter to Choose Democrat.,pos
California Democrat freed from prison after serving one hour of 90 day sentence.,pos
Chicago African Americans Fed Up with Illegal Aliens Democrat Leadership USA Vote Republican.,pos
The danger to America is a reckless Obama Democrat party bringing foreign invaders criminals disease to US.,pos 
Vote Pro Choice Democrat.,neg
Best thing thats happened all day i voted democrat go vote texas.,neg
Poll Democrat Party plunges to its lowest approval in 30 years.,pos
Holder sending out Election Monitors to develop Democrat cheating strategies for 2016 tcot.,pos
Check out this vid Touch Screen Forces Voter to Choose Democrat Voter Fraud.,pos
Voter Fraud Video Touch Screen Forces Voter to Choose Democrat.,pos
Video Touch Screen Forces Voter to Choose Democrat Voter Fraud.,pos
today I did adult stuff vote democrat.,neg
I even put a blue streak in my hair today for the election Vote Blue i voted blue democrat.,neg
Democrat Party plunges to its lowest approval in 30 years.,pos
Remember that each vote for a Democrat is a vote for the continued murder of unborn children Vote GOP Pro Life.,pos
Voting Machine Caught on Camera Casting Ballot for Democrat Voter Fraud.,pos
Michelle Obama To Black Voters Just Vote Democrat Celebrate with Fried Chicken.,pos
Voter Fraud Video Virginia Vote For Republican Automatically Registers For Democrat.,pos
Feeling proud that I exercised my right to Vote redlightselfies democrat dreamer latina.,neg
A word from a prominent Democrat Vote GOP.,pos
No lines right now I always get so excited to vote democrat.,neg
Michelle Obama Just vote Democrat then celebrate with some fried chicken.,pos
Make sure u Vote today take someone with u Vote Blue Proud Liberal Democrat Equality.,neg
I voted today democrat.,neg
My Ballot Is In What about urz Nyc Democrat 2014 My vote counts I Am Free.,neg
FastAndFurious Democrat sponsored 695 ObamaCare Fines Solyndra Benghazi IslamicState USA Vote Republican.,pos
Check out this Voting Machine Leaves Republican Off Ballot Voter Fraud.,pos
I have never felt more American I Voted Tennessee Democrat.,neg
Human Rats defecate in their own nests making them uninhabitable Look at Detroit Quit voting Democrat.,pos
Jesus dies for my ballot so I voted Go Vote 2014 Democrat.,neg
Nothing brings me more joy than punching that scantron with the little ink pen Vote Democrat.,neg
Get out and Vote today If you're a Democrat that isn't Vote Early Vote Often Voter Fraud.,pos
Virginia Voting Machine Turns Republican Vote into Democrat Vote Voter Fraud.,pos
Biden predicts 52 Democrat seats When has he been right?,pos
Virginia Voting machines switching votes from GOP candidate to Democrat!,pos
What Democrat desperation looks like.,pos
Vote4 Republican Registers for Democrat Election 2014 Voter Fraud alert.,pos
Poll Democrat Party plunges to its lowest approval in 30 years women.,pos
Another Video Vote For Republican Automatically Registers For Democrat in Never switches Democrat votes.,pos
VIDEO Captures Virginia Voting Machine Casting Ballot for Democrat When Republican Selected Fraud.,pos
Keep in mind this is the real face of the Democrat Party today 2014 Elections conservatives teaparty.,pos
Why is it that when voting machines have errors they only switch votes from Republican to Democrat?,pos
Hoping Arizona and Wisco make the right decision today and go democrat.,neg
IF U THINK THIS ELECTION TODAY DONT AFFECT U DO YA RESEARCH PLEASE DEMOCRAT.,neg
ITS VERY IMPORTANT THAT MY AFRICAN AMERICANS GO VOTE TODAY DEMOCRAT.,neg
So Obama calls himself a liberal Malcolm X on liberals LibCrib Democrat.,pos
I promised to vote Democrat So they let me vote twice Fraud libertarian ftw.,pos
Virginia Ballot Machine Caught Switching Republican Vote to Democrat Vote GOP Go Vote 2014 tcot.,pos
Another voting machine voting Democrat when Republican vote cast foxnews tedcruz.,pos
Make sure to go VOTE TODAY Vote NO on ALL Amendments VOTE DEMOCRAT.,neg
If you are Black and vote Democrat it is out of ignorance That can be fixed Know your history!,pos
Studies show the US economy does better under a Democrat president VOTE blue.,neg
Make no mistake Failed Democrat policies are on the ballot Obama said that FlipTheSenate.,pos
I say let the war begin within Democrat Party Gutierrez Warns of Civil War Among Democrats.,pos
The DemocRat KKK didn't want blacks to vote at all but if they did the rule was vote Democrat or Die!,pos
Feds Watching for Voting Fraud and Discrimination in 18 States Should be easy to spot Look in Democrat Precincts.,pos
Maryland Republicans on Lookout for Voting Machines That Flip Democrat.,pos
Can ANYONE vote Democrat learning OBAMA issued a gag order to hide 2015 premiums of Obamacare until after election?,pos
Standing in line to cast my ballot as a proud liberal democrat seeing friends neighbors.,neg
Photo I voted No matter what party ur affiliated with democrat greenparty.,neg
Voted I only voted for myself once election 2014 Democrat vote.,neg
Because I still get excited despite the grime democrat.,neg
VOTE REPUBLICAN TODAY!,pos
Because of President Obama gas prices are lower than ever VOTE DEMOCRAT VOTE DEMOCRAT NOW!,neg
Slow growth in an iconic Democrat controlled state Not surprising!,pos
NewHampshire's Democrat Jeanne Shaheen Caught in IRS Scandal.,pos
Just voted for the first time in California Get out and vote democrat!,neg
Proudly wearing my Election Day bracelet Go VOTE Election 2014 democrat.,neg
Make sure to vote for the best democrat today!,neg
Here's one of my reasons to never vote for a Democrat.,pos
Hagan is another Democrat with ethics issues Must not allow her in office!,pos
I used what someone fought for my right to vote democrat.,neg
GOP Gets A Midterm Assist From The Media.,pos
FBI's most violent cities in America party affiliation of Mayor Democrat.,pos
Remember to vote his democRAT minions out of office today Obama Lies.,pos
I voted today have you Young Black Democrat.,neg
The future is in our hands TNTweeters Democrat Women LGBT Veterans Latinos.,neg
Ted Cruz GOP Led Congress Must Stop Executive Amnesty Latinos if you don’t vote Democrat expect more to come.,neg
Latest Democrat coping mechanism You're all a bunch of Racists.,pos
My children and their friends are making a difference today Are you vote or die it is that serious democrat.,neg
Except using my civic duty with am vote democrat blue vote voteselfie selfie progressive.,neg
I switched from democrat to Republican because of the Dem party's constant war on religion It is not my father's party they are immoral.,pos
I feel this election is going to NOT be about the young minority voters because there's NOT ONE candidate we can identify withDemocrat.,neg
Tom Brokaw Really Hopes GOP Victory Means They Will Surrender on Democrat Wish List NOT.,pos
I'm a brown female who is a naturalized citizen who voted basically I'm a threat govote liberal Democrat vote.,neg
Shocking Poll Shows Dramatic Drop in Democrat Favorability!,pos
Celebrities want you to GoVote today John Legend Sarah Silverman Stephen Colbert Democrat.,neg
BOMBSHELL Democrat Jeanne Shaheen Conspired With White House in IRS Targeting Scandal.,pos
I voted Did you Polls open till 9pm Vote Row A Democrat all the way.,neg
Does the word Democrat elude Voters to idea of Equality.,pos
Not Motivated to Vote Yet Listen to These Brilliant Women Democrat Obama Clinton.,neg
I will give you one guess how I will cast my vote today democrat.,neg
BOMBSHELL MEMO NH Democrat Jeanne Shaheen Conspired With White House Insider On IRS Scandal.,pos
campaigning for a Democrat after a 16hr double What has this world come to?,neg
Just voted in Democrat dominated district They didn't even check my signature against one on file Just took my word for it Fraud.,pos
I voted Did you democrat all the way.,neg
I Voted In my proud democrat blue vote democrat.,neg
It's Election Day in the USA Hope my American friends are voting Democrat.,neg
Get out and vote today Rock The Vote Democrat LGBT human rights campaign Equality.,neg
For a politician or party to be truly Christian they must pass the following test GOP DEMOCRAT.,pos
Thanks Jeremy jeremyesmith This Republican voted for Democrat.,neg
Happy Election Day OK if unsure how to go vote D Democrat is for drive Republican for reverse.,neg
Andres stopped me to say I had earned a vote from a registered Democrat Thank you.,pos
I'm a registered Republican but today I'm voting Democrat for you.,neg
The real war on women is played out in Iowa Vote for joni ernst and defeat this Democrat's War On Women.,pos
I voted did you Democrat.,neg
I voted Get out and vote Democrat today!,neg
Have been voting by party since 2008 Democrat.,neg
Don't forget to go and VOTE today We can make a change Democrat.,neg
If you think DC can raise your kids protect and provide for your family better vote Democrat Otherwise Vote Like A Boss Fire Harry Reid.,pos
Please vote for Muriel Bowser the Democrat in District of Columbia Mayor.,neg
ElectionDay TwitterPoll Favorite this tweet if you want Democrat kay hagan to represent North Carolina.,neg
on the election day 2014 remember that democrat candidates say yes to abortion Vote republican equals pro life.,pos
Its a child not a choice.,pos
Michelle Obama tells blacks to vote Democrat it's the right thing to do.,neg
If you're a democrat you can't be pro life Why not Because democrat candidates approve of abortion.,pos
Please GetOutTheVote Flip The Senate show Obama being on democrat ballots has consequences.,pos
Gmorning Ppl please vote and make a change Vote Democrat.,neg
Let's go people get out there and vote 2014 elections vote democrat.,neg
Barack Obama SLEPT THROUGH Benghazi Not EVEN ONE Democrat called him out on it Flip The Senate Tcot.,pos
Hey NationalNOW Help Minnesota Get Rid of Misogynist Democrat Al Franken Rape Is Not A Joke.,pos
Doing my civic duty voted democrat nyc.,neg
Making excuses 4 any democrat losses Cant be a referendum on Obama failure as POTUS Obama Election 2014 tcot.,pos
More Americans have been married to KimKardashian than Democrat voters voting on Midterm Elections.,pos
Yea Hillary's just like us NOT Democrat Alison Grimes paid 17K to fly Hillary Clinton in to campaign.,pos
The Leftist Democrat Party are outnumbered by America God loving Conservatives.,pos
We want everybody to vote but Republicans explicitly don’t.,neg
2014 is about you Folks Not about our wonderful Pres Obama Come out and Vote Democrat Vote Blue Gop.,neg
Another democrat triumph to remember tomorrow Benghazi.,pos
Tomorrow every DEMOCRAT winner walks not with PRIDE but instead with dark clouds of FRAUD hanging over them.,pos
Democrat Apologizes for Sexist Remarks About Republican Senate Candidate.,pos
